id,label,status
VX0J,UPDATE FOUND,agrees
VX0K,UPDATE MODE,agrees
VX0L,UPDATE STARTED,agrees
VX0M,VERSION,agrees
VX0N,LIVES REMAINING,agrees
VX0O,BRAWL,differs
VX0P,BLUE TEAM,agrees
VX0Q,AIR STRIKE,differs
VX0R,10 SECONDS REMAIN,agrees
VX0S,WEAPON SWAP,agrees
VX0T,DEPLETED,agrees
VX0U,DOMINATION,agrees
VX0V,EMP PULES,differs
VX0W,ERROR,agrees
VX0X,FIRST BLOOD,agrees
VX0Y,FLAG CODES,agrees
VX0Z,FOCUS,agrees
VX10,10.0,agrees
VX11,11.0,agrees
VX12,12.0,differs
VX13,13.0,agrees
VX14,14.0,agrees
VX15,15.0,agrees
VX16,16.0,agrees
VX17,17.0,agrees
VX18,18.0,agrees
VX19,19.0,agrees
VX1A,FOREGRIP,differs
VX1B,BUTTON,agrees
VX1C,CARE PACKAGE,differs
VX1D,CHECKPOINT,agrees
VX1E,DEATHMATCH LIVES POOL,agrees
VX1F,DEATHMATCH TIMED,agrees
VX1G,DEFENSE,agrees
VX1H,KILL STREAK READY,differs
VX20,20.0,agrees
VX21,21.0,agrees
VX22,22.0,agrees
VX23,23.0,agrees
VX24,24.0,agrees
VX25,25.0,agrees
VX26,26.0,agrees
VX27,27.0,agrees
VX28,28.0,agrees
VX29,29.0,agrees
VX30,30.0,agrees
VX31,31.0,agrees
VX32,32.0,agrees
VX33,33.0,agrees
VX34,34.0,agrees
VX35,35.0,agrees
VX36,36.0,agrees
VX37,37.0,agrees
VX38,38.0,agrees
VX39,39.0,agrees
VX40,40.0,agrees
VX41,41.0,agrees
VX42,42.0,agrees
VX43,43.0,agrees
VX44,44.0,agrees
VX45,45.0,agrees
VX46,46.0,agrees
VX47,47.0,agrees
VX48,48.0,agrees
VX49,49.0,agrees
VX50,50.0,agrees
VX51,STANDARD HEADSET,agrees
VX52,SCORING HEADSET,agrees
VX53,SCANNING,agrees
VX54,RESPAWN POINT ENABLED,agrees
VX55,RESPAWN POINT DISABLED,agrees
VX56,RESPAWN STATION,agrees
VX57,ASSAULT,agrees
VX58,FRAG,agrees
VX59,STORM ENABLED,agrees
VX60,TICKET MODE,agrees
VX61,THE SURVIVORS HAVE HELD THEIR GROUND,agrees
VX62,THE INFECTION HAS SPREAD,agrees
VX63,TANK,agrees
VX64,SUPPORT,agrees
VX65,STRESS TEST MODE,agrees
VX66,STORM DISABLED,agrees
VX67,STEM PACK,differs
VX68,STICKY GRENADE LAUNCHER,agrees
VX69,SHIELD PULSE,agrees
VX70,SAFE,agrees
VX71,REVIVE AT SQUAD,agrees
VX72,REVIVE AT RESPAWN,agrees
VX73,RELOAD,agrees
VX74,REGENERATION ROUNDS,differs
VX75,RED TEAM,agrees
VX76,RANDOM,agrees
VX77,RALLY,agrees
VX78,PROXIMITY MINE,agrees
VX79,POISON GRENADES,agrees
VX80,OFFENSE,agrees
VX81,MOTION DETECTED,agrees
VX82,MORTAR STRIKE,agrees
VX83,MINI ROCKETS,differs
VX84,MELEE ATTACK,agrees
VX85,MEDIGEL,agrees
VX86,LUCKY SHOT,agrees
VX87,LOADING,agrees
VX88,LIFE STEAL,differs
VX89,KILL STRIKE READY,differs
VX90,KIDS MODE,agrees
VX91,HOLD TRIGGER TO CHARGE,agrees
VX92,HOLD RELOAD TO FULLY RELOAD,agrees
VX93,HELLO KITTY,agrees
VX94,HEALING TRACKER DART,agrees
VX95,GRENADE DISCONNECTED,agrees
VX96,GRENADE CONNECTED,agrees
VX97,GREEN TEAM,agrees
VX98,GESTURE,agrees
VX99,FROST GRENADES,agrees
VZ01,TWO SHOT SNIPER RIFLE,agrees
VZ02,TWO SHOT STEAM RIFLE,agrees
VZ03,8 BIT RIFLE,agrees
VZ04,ARMOR PIERCING SNIPER RIFLE,agrees
VZ05,AUTOMATIC ASSAULT RIFLE,agrees
VZ06,AUTOMATIC SHOTGUN,agrees
VZ07,BFG 9000 CHARGE RIFLE,agrees
VZ08,BURST ASSAULT RIFLE,agrees
VZ09,BURST SUB MACHINE GUN,agrees
VZ0A,BURST STICKY GRENADE LAUNCHER,agrees
VZ0B,CHARGE PULSE RIFLE,agrees
VZ0C,CHOOSE AN UPGRADE,agrees
VZ0D,CROSS BOW,differs
VZ0E,DAMAGE,agrees
VZ0F,DOUBLE BARREL SHOT GUN,agrees
VZ0G,DROID AUTO BLASTER,differs
VZ0H,ENERGY ASSAULT RIFLE,agrees
VZ0I,ENERGY AUTOMATIC RIFLE,agrees
VZ0J,ENERGY BURST RIFLE,agrees
VZ0K,ENERGY CHARGED SNIPER RIFLE,agrees
VZ0L,ENERGY GATLING GUN,agrees
VZ0M,ENERGY LASER,agrees
VZ0N,ENERGY SHOT GUN,differs
VZ0O,ENERGY SNIPER RIFLE,agrees
VZ0P,FINESS,agrees
VZ0Q,FLAME THROWER,differs
VZ0R,FROST BURST RIFLE,agrees
VZ0S,FROST LASER,agrees
VZ0T,FROST SEMI-AUTOMATIC RIFLE,agrees
VZ0U,GATTLING GUN,differs
VZ0V,HEAVY MACHINE GUN,agrees
VZ0W,INCINDIARY RIFLE,differs
VZ0X,INFECTED SPRAY ATTACK,agrees
VZ0Y,M4 AUTOMATIC RIFLE,agrees
VZ0Z,MAGNET SEMI-AUTO RIFLE,agrees
VZ10,MINI ROCKET LAUNCHER,agrees
VZ11,NEWBIE CANNON,agrees
VZ12,OFF,agrees
VZ13,ON,agrees
VZ14,POISON BURST RIFLE,agrees
VZ15,POISON GAS LAUNCHER,agrees
VZ16,POISON SUB MACHINE GUN,agrees
VZ17,RANDOMIZE INFECTION,agrees
VZ18,RANK 1,agrees
VZ19,RANK 2,agrees
VZ1A,RANK 3,agrees
VZ1B,RAPID FIRE SNIPER RIFLE,agrees
VZ1C,RECOVERY,agrees
VZ1D,SEMI-AUTO ASSAULT RIFLE,agrees
VZ1E,SEMI-AUTO SNIPER RIFLE,agrees
VZ1F,SHOTGUN,agrees
VZ1G,SILENCED SUB MACHINE GUN,agrees
VZ1H,SILENCED SNIPER RIFLE,agrees
VZ1I,SUB MACHINE GUN,differs
VZ1J,SNIPER RIFLE,agrees
VZ1K,SPECIALIST,agrees
VZ1L,SPEED,agrees
VZ1M,STEALTH,agrees
VZ1N,STEAM BOLT SUB MACHINE GUN,differs
VZ1O,STORM TROOPER RIFLE,differs
VZ1P,SUSTAINED FIRE SUB MACHINE GUN,differs
VZ1Q,TAISER RIFLE,differs
VZ1R,THUMPER SUB MACHINE GUN,agrees
VZ1S,TOUGHNESS,agrees
VZ1T,UPGRADE AVAILABLE,agrees
VZ1U,UPGRADE MODE,agrees
X13,small explode,new_label
X17,concussion grenade,new_label
X28,explode with echo,new_label
X30,bomb,new_label
Z11,infected blaster,new_label
